"Freq [GHz]","dB(St(1,1)) []"
6.14,-14.3127563788318
6.16,-13.6432411546007
6.18,-13.0634534596962
6.2,-12.5641301103086
6.22,-12.1369945282355
6.24,-11.7746075352574
6.26,-11.4702151191267
6.28,-11.2176078471948
6.3,-11.0109972746588
6.32,-10.8449115063834
6.34,-10.7141115874629
6.36,-10.6135309122675
6.38,-10.5382404272198
6.4,-10.483442456974
6.42,-10.4444950806625
6.44,-10.4169668606222
6.46,-10.3967183754121
6.48,-10.3800028111495
6.5,-10.3635736417223
6.52,-10.3447843414563
6.54,-10.3216643134885
6.56,-10.2929575320831
6.58,-10.2581156795102
6.6,-10.2172447224973
6.62,-10.1710111598347
6.64,-10.1205197852247
6.66,-10.0671775623676
6.68,-10.0125578821789
6.7,-9.95827673114908
6.72,-9.90588829451116
6.74,-9.85680340726831
6.76,-9.8122308760642
6.78,-9.7731394069128
6.8,-9.7402366956366
6.82,-9.71396196086674
6.84,-9.69448854490312
6.86,-9.68173391591148
6.88,-9.67537526899879
6.9,-9.67486978974263
6.92,-9.679479395655
6.94,-9.68830032608505
6.96,-9.70029824189466
6.98,-9.71434947808535
7,-9.72928874048213
7.02,-9.74396286341285
7.04,-9.7572893110906
7.06,-9.7683170362795
7.08,-9.77628629320511
7.1,-9.78068326054665
7.12,-9.78128506672913
7.14,-9.77819113889379
7.16,-9.77183770283375
7.18,-9.76299365541551
7.2,-9.75273790596994
7.22,-9.74242063091018
7.24,-9.73361318899071
7.26,-9.72805244245901
7.28,-9.72758427214174
7.3,-9.73410928165247
7.32,-9.74953249446577
7.34,-9.77571825696635
7.36,-9.81445084452644
7.38,-9.8674002169793
7.4,-9.93609125851924
7.42,-10.0218739049708
7.44,-10.1258908630526
7.46,-10.249039108164
7.48,-10.39192095599
7.5,-10.5547802393353
7.52,-10.7374190821693
7.54,-10.9390911925692
7.56,-11.1583689552697
7.58,-11.3929846486807
7.6,-11.6396519313376
7.62,-11.893883660101
7.64,-12.149837175991
7.66,-12.4002380355703
7.68,-12.6364538160974
7.7,-12.8488010178248
7.72,-13.0271533945547
7.74,-13.1618613010387
7.76,-13.2448851888557
7.78,-13.2709223656452
7.8,-13.2382312221718
7.82,-13.1488987925516
7.84,-13.008463717719
7.86,-12.8250197900299
7.88,-12.6080720912556
7.9,-12.3674348916357
7.92,-12.1123707619128
7.94,-11.851045473334
7.96,-11.5902745864031
7.98,-11.3354880103802
8,-11.0908304152934
8.02,-10.8593295751329
8.04,-10.6430857510544
8.06,-10.4434542869009
8.08,-10.261207521474
8.1,-10.0966707800474
8.12,-9.94983141611206
8.14,-9.82042079935502
8.16,-9.70797108426304
8.18,-9.61186349631924
8.2,-9.53140200561671
8.22,-9.46589204214473
8.24,-9.41465301415723
8.26,-9.37699798417478
8.28,-9.35224437535816
8.3,-9.33974499969974
8.32,-9.33891803145416
8.34,-9.34927268516258
8.36,-9.37043291719667
8.38,-9.40216054222331
8.4,-9.4443778440922
8.42,-9.4971890162966
8.44,-9.56089939233483
8.46,-9.63603124476804
8.48,-9.72333485572097
8.5,-9.82379352455117
8.52,-9.93862109975998
8.54,-10.0692503876998
8.56,-10.2173102450212
8.58,-10.3845881004363
8.6,-10.5729728064203
8.62,-10.7843697422309
8.64,-11.0205755252732
8.66,-11.2830930008935
8.68,-11.5728578849732
8.7,-11.8898365570716
8.72,-12.232441851459
8.74,-12.5967067797653
8.76,-12.975172000625
8.78,-13.355518073367
8.8,-13.7191695515351
8.82,-14.0404754012156
8.84,-14.2875717134323
8.86,-14.4262482704842
8.88,-14.4272348909652
8.9,-14.2748673209234
8.92,-13.9726988251945
8.94,-13.5424381494624
8.96,-13.0169237760265
8.98,-12.4314442144177
9,-11.8173432794455
9.02,-11.1991227737384
9.04,-10.5941986110303
9.06,-10.0139772114906
9.08,-9.4652886202126
9.1,-8.95169940297702
9.12,-8.47455004351001
9.14,-8.03371524012248
9.16,-7.62813858669945
9.18,-7.2562001059833
9.2,-6.91596571943632
9.22,-6.60535509373578
9.24,-6.32225320331378
9.26,-6.0645827102916
9.28,-5.83034881837609
9.3,-5.61766492252115
9.32,-5.42476527917509
9.34,-5.25000937911769
9.36,-5.09188140705618
9.38,-4.9489870942703
9.4,-4.82004946608505
9.42,-4.70390445670734
9.44,-4.59949704993858
9.46,-4.50587842415104
9.48,-4.42220446649488
9.5,-4.34773593171485
9.52,-4.28184043353701
9.54,-4.22399636344159
9.56,-4.17379873352474
9.58,-4.13096684357014
9.6,-4.09535358831649
9.62,-4.06695616270535
9.64,-4.04592790467952
9.66,-4.0325910479793
9.68,-4.02745024471046
9.7,-4.03120685062715
9.72,-4.04477411920706
9.74,-4.06929357652304
9.76,-4.10615287350753
9.78,-4.15700522651358
9.8,-4.22379000351603
9.82,-4.30875286331802
9.84,-4.414461773462
9.86,-4.54381172982278
9.88,-4.70000537154032
9.9,-4.88648796777397
9.92,-5.10680228006227
9.94,-5.36431055432362
9.96,-5.66170762030491
9.98,-6.00022519740552
10,-6.3784181011175
10.02,-6.7904659866483
10.04,-7.22409587871342
10.06,-7.65864216177193
10.08,-8.06445934187382
10.1,-8.40556497276777
10.12,-8.64695173337419
10.14,-8.76524721414977
10.16,-8.75743320084632
10.18,-8.64176687321693
10.2,-8.45031708885995
10.22,-8.21841444553199
10.24,-7.97670584541929
10.26,-7.74776552599915
10.28,-7.54613178176696
10.3,-7.37991125937628
10.32,-7.25266669635127
10.34,-7.16501872145083
10.36,-7.11583142629675
10.38,-7.10302668156412
10.4,-7.12409736507215
10.42,-7.17637166913785
10.44,-7.25708515404361
10.46,-7.36333990460104
10.48,-7.49202872377947
10.5,-7.63976904581023
10.52,-7.80285759511249
10.54,-7.977243809377
10.56,-8.15852275205056
10.58,-8.34195461236422
10.6,-8.52252155763324
10.62,-8.6950323216736
10.64,-8.85428062207148
10.66,-8.99525553381948
10.68,-9.1133910042441
10.7,-9.20482968725358
10.72,-9.26666655776203
10.74,-9.29713433098298
10.76,-9.29569842430128
10.78,-9.26304394218098
10.8,-9.20095716492156
10.82,-9.11212316981747
10.84,-8.99987379258746
10.86,-8.86792331679148
10.88,-8.72012390419209
10.9,-8.56026226840985
10.92,-8.3919074698402
10.94,-8.21830999398608
10.96,-8.0423458677514
10.98,-7.86649647833754
11,-7.69285421279679
11.02,-7.52314504554716
11.04,-7.35876091749655
11.06,-7.20079659251449
11.08,-7.05008732335702
11.1,-6.90724497853702
11.12,-6.77269125913675
11.14,-6.64668731196428
11.16,-6.52935948402602
11.18,-6.42072122303055
11.2,-6.3206912588018
11.22,-6.22910823845868
11.24,-6.14574195984411
11.26,-6.07030127057246
11.28,-6.002438587587
11.3,-5.9417508568927
11.32,-5.88777663302076
11.34,-5.83998884182672
11.36,-5.79778274847558
11.38,-5.76045876786956
11.4,-5.72720015959911
11.42,-5.69704654198907
11.44,-5.66886581234319
11.46,-5.6413297940004
11.48,-5.61290300480905
11.5,-5.58185927719431
11.52,-5.54634660513954
11.54,-5.50452394575014
11.56,-5.45478986427634
11.58,-5.39610526294375
11.6,-5.32837616413881
11.62,-5.25281197336593
11.64,-5.17213097656295
11.66,-5.09048374766347
11.68,-5.01303491873077
11.7,-4.94527177670983
11.72,-4.89223002964046
11.74,-4.85786587660479
11.76,-4.84473316239104
11.78,-4.85399285653032
11.8,-4.8856685381624
11.82,-4.93901493865318
11.84,-5.01288359745978
11.86,-5.10601702965709
11.88,-5.21724884725807
11.9,-5.3456169444331
11.92,-5.49040948562695
11.94,-5.6511647688593
11.96,-5.8276422204182
11.98,-6.01977698173077
12,-6.22762683150402
12.02,-6.45131805974004
12.04,-6.69099587207949
12.06,-6.94678385085626
12.08,-7.2187547657442
12.1,-7.50691113394609
12.12,-7.81116920507918
12.14,-8.13133644165045
12.16,-8.46707196043403
12.18,-8.81782220635515
12.2,-9.1827289889931
12.22,-9.56051190967203
12.24,-9.9493309983858
12.26,-10.3466384585629
12.28,-10.749032259013
12.3,-11.1521304561916
12.32,-11.5504941623304
12.34,-11.9376376956122
12.36,-12.3061725657338
12.38,-12.6481302467004
12.4,-12.9554880082694
12.42,-13.2208762677948
12.44,-13.4383799778471
12.46,-13.6042829730697
12.48,-13.7175782251165
12.5,-13.780106138247
12.52,-13.7962824541448
12.54,-13.7724946125901
12.56,-13.7163261312119
12.58,-13.6357824794918
12.6,-13.538648031283
12.62,-13.4320354323754
12.64,-13.3221283313238
12.66,-13.2140818097387
12.68,-13.11203201921
12.7,-13.0191695502668
12.72,-12.9378412586365
12.74,-12.8696566474557
12.76,-12.8155844790402
12.78,-12.7760322238586
12.8,-12.7509055308911
12.82,-12.7396478239517
12.84,-12.7412621377326
12.86,-12.7543190187618
12.88,-12.7769561353627
12.9,-12.8068773193516
12.92,-12.841360960992
12.94,-12.8772895348496
12.96,-12.9112127575965
12.98,-12.9394554334395
13,-12.9582763922039
13.02,-12.964076513711
13.04,-12.9536422415125
13.06,-12.9243984790785
13.08,-12.8746351817328
13.1,-12.8036696006045
13.12,-12.711913696888
13.14,-12.6008329231557
13.16,-12.4728037027958
13.18,-12.3308958243845
13.2,-12.1786169378467
13.22,-12.019657200753
13.24,-11.8576645545426
13.26,-11.6960691407761
13.28,-11.5379632079297
13.3,-11.3860333712015
13.32,-11.2425363538879
13.34,-11.1093070677752
13.36,-10.9877881059113
13.38,-10.8790713419049
13.4,-10.7839444851702
13.42,-10.7029375691924
13.44,-10.6363661599999
13.46,-10.5843694668034
13.48,-10.5469425292829
13.5,-10.5239623118507
13.52,-10.5152079341667
13.54,-10.5203754848583
13.56,-10.5390879644878
13.58,-10.5709009323012
13.6,-10.6153044248224
13.62,-10.6717216972917
13.64,-10.7395053282401
13.66,-10.8179312338511
13.68,-10.9061911679787
13.7,-11.0033843383418
13.72,-11.1085088480268
13.74,-11.2204537693964
13.76,-11.3379927672279
13.78,-11.4597802983024
13.8,-11.584351512888
13.82,-11.7101270548662
13.84,-11.835423985748
13.86,-11.9584740253507
13.88,-12.0774501839683
13.9,-12.1905026192936
13.92,-12.2958041263205
13.94,-12.3916049719983
13.96,-12.4762957166766
13.98,-12.5484751477995
14,-12.6070185331258
14.02,-12.6511393649227
14.04,-12.6804362285788
14.06,-12.6949162846567
14.08,-12.6949889666698
14.1,-12.681428144323
14.12,-12.6553073405555
14.14,-12.6179186280148
14.16,-12.5706891943492
14.18,-12.5151087832832
14.2,-12.4526766416006
14.22,-12.3848702398454
14.24,-12.3131323859111
14.26,-12.2388701103151
14.28,-12.1634581816288
14.3,-12.0882415336083
14.32,-12.0145331015741
14.34,-11.9436056430632
14.36,-11.8766775822546
14.38,-11.8148936950569
14.4,-11.7593016967086
14.42,-11.7108257304042
14.44,-11.6702375859442
14.46,-11.6381263446863
14.48,-11.6148671359571
14.5,-11.6005898378298
14.52,-11.5951488645657
14.54,-11.5980956313309
14.56,-11.6086558289743
14.58,-11.6257142122886
14.6,-11.6478101173142
14.62,-11.6731472685525
14.64,-11.6996214878131
14.66,-11.7248695303496
14.68,-11.7463413050216
14.7,-11.7613960574155
14.72,-11.7674206475448
14.74,-11.7619649116496
14.76,-11.7428855624385
14.78,-11.7084867451133
14.8,-11.6576430840914
14.82,-11.5898907626914
14.84,-11.50547455049
14.86,-11.4053437665073
14.88,-11.2910971310012
14.9,-11.1648837979245
14.92,-11.0292738396591
14.94,-10.8871147418042
14.96,-10.7413905653422
14.98,-10.5950977499423
15,-10.4511470669872
