"Freq [GHz]","dB(St(1,1)) []"
5.72,-18.814984640599
5.74,-18.6222454127869
5.76,-18.582304932188
5.78,-18.6847758964488
5.8,-18.9216301186285
5.82,-19.2847111608777
5.84,-19.7616686533017
5.86,-20.3289244102544
5.88,-20.9400641860083
5.9,-21.5104063526009
5.92,-21.9086511017298
5.94,-21.9839641587498
5.96,-21.6449417969408
5.98,-20.9274054308382
6,-19.9643361911072
6.02,-18.898560417586
6.04,-17.8311937033364
6.06,-16.818375065736
6.08,-15.8856615125361
6.1,-15.0414283703165
6.12,-14.2853455699161
6.14,-13.6130265416681
6.16,-13.0184165840689
6.18,-12.4949734938414
6.2,-12.0362296596791
6.22,-11.636043896366
6.24,-11.2887002136027
6.26,-10.9889329744703
6.28,-10.7319185000826
6.3,-10.5132532543954
6.32,-10.3289286147914
6.34,-10.1753070162836
6.36,-10.0491014964366
6.38,-9.94735914198196
6.4,-9.86744804624107
6.42,-9.8070468440521
6.44,-9.76413557385727
6.46,-9.73698647432446
6.48,-9.72415333406925
6.5,-9.72445815904152
6.52,-9.7369741752447
6.54,-9.76100450457215
6.56,-9.79605618976064
6.58,-9.84180954886129
6.6,-9.89808306269306
6.62,-9.96479409907314
6.64,-10.0419157234274
6.66,-10.1294296209662
6.68,-10.2272747781951
6.7,-10.3352911239732
6.72,-10.4531569835498
6.74,-10.5803191931222
6.76,-10.7159153060077
6.78,-10.8586886726484
6.8,-11.0068993996421
6.82,-11.1582373728061
6.84,-11.3097477438723
6.86,-11.4577844356315
6.88,-11.5980126689108
6.9,-11.7254856001908
6.92,-11.8348199625706
6.94,-11.9204873581781
6.96,-11.9772185087075
6.98,-12.0004877805065
7,-11.9870114142748
7.02,-11.9351683395123
7.04,-11.845251986616
7.06,-11.7194922425569
7.08,-11.5618409138455
7.1,-11.3775710516573
7.12,-11.1727779192232
7.14,-10.9538759067042
7.16,-10.7271653860548
7.18,-10.4985102052163
7.2,-10.2731345207351
7.22,-10.0555254174765
7.24,-9.84941702419913
7.26,-9.65783011022955
7.28,-9.4831445941471
7.3,-9.32718765266743
7.32,-9.19132502681695
7.34,-9.07654681808102
7.36,-8.98354181049899
7.38,-8.91275698209869
7.4,-8.8644417965347
7.42,-8.83867941126866
7.44,-8.83540794380366
7.46,-8.85443415661943
7.48,-8.89544037235711
7.5,-8.95798433784574
7.52,-9.0414915627823
7.54,-9.14524008961654
7.56,-9.26833828763629
7.58,-9.40969690184775
7.6,-9.56799723427666
7.62,-9.74165808430998
7.64,-9.92880499914918
7.66,-10.1272464862833
7.68,-10.3344630138637
7.7,-10.5476156326826
7.72,-10.7635815027834
7.74,-10.9790229649696
7.76,-11.1904944869908
7.78,-11.3945874222204
7.8,-11.5881061056189
7.82,-11.7682612217982
7.84,-11.932859353023
7.86,-12.0804634715105
7.88,-12.2104999693233
7.9,-12.323294436873
7.92,-12.4200296401523
7.94,-12.502632034923
7.96,-12.5736040374498
7.98,-12.6358253127207
8,-12.6923465799999
8.02,-12.7461948563047
8.04,-12.8002018306929
8.06,-12.8568595073292
8.08,-12.9182010953679
8.1,-12.985701235662
8.12,-13.0601882410776
8.14,-13.1417619582772
8.16,-13.2297139868586
8.18,-13.3224523019054
8.2,-13.4174398611043
8.22,-13.511166273381
8.24,-13.5991818165395
8.26,-13.6762309122219
8.28,-13.7365220908999
8.3,-13.7741564523394
8.32,-13.783701622959
8.34,-13.7608464591681
8.36,-13.7030199804522
8.38,-13.6098336915014
8.4,-13.4832326737878
8.42,-13.3273166149511
8.44,-13.1478860343921
8.46,-12.9518376652011
8.48,-12.7465491406608
8.5,-12.5393610611841
8.52,-12.3372102559225
8.54,-12.146418637132
8.56,-11.9726116609763
8.58,-11.8207296008085
8.6,-11.6950970353133
8.62,-11.5995238404411
8.64,-11.5374195794716
8.66,-11.5119101688175
8.68,-11.5259504546811
8.7,-11.5824290415661
8.72,-11.6842626730135
8.74,-11.8344767621347
8.76,-12.0362659419019
8.78,-12.2930226709972
8.8,-12.6083106975958
8.82,-12.9857391046634
8.84,-13.4286534593779
8.86,-13.9394885845634
8.88,-14.5184992855873
8.9,-15.1613743663614
8.92,-15.8549591676242
8.94,-16.5701939251739
8.96,-17.2523644995326
8.98,-17.813142751018
9,-18.1380807028637
9.02,-18.1261931030399
9.04,-17.748146637339
9.06,-17.0665904875038
9.08,-16.1939617072836
9.1,-15.236497010409
9.12,-14.2682503307016
9.14,-13.3319102780309
9.16,-12.4485199985053
9.18,-11.6263805874966
9.2,-10.8669598369462
9.22,-10.168334337571
9.24,-9.52706304417044
9.26,-8.93915962546903
9.28,-8.40057391972163
9.3,-7.90741638014897
9.32,-7.45605280916448
9.34,-7.04313589020569
9.36,-6.66560700489176
9.38,-6.32068476960236
9.4,-6.00584828871691
9.42,-5.71881903860479
9.44,-5.45754330481474
9.46,-5.22017609049278
9.48,-5.0050668884116
9.5,-4.81074743139151
9.52,-4.63592139720907
9.54,-4.47945598742809
9.56,-4.34037529164025
9.58,-4.21785536808759
9.6,-4.11122100379977
9.62,-4.01994415139477
9.64,-3.94364406625406
9.66,-3.88208917742366
9.68,-3.83520070626575
9.7,-3.80305798105428
9.72,-3.78590525671074
9.74,-3.78415959539649
9.76,-3.79841893202119
9.78,-3.82946874308344
9.8,-3.87828461562764
9.82,-3.9460262735059
9.84,-4.03401598792798
9.86,-4.14369044586347
9.88,-4.27650974869479
9.9,-4.43380015338177
9.92,-4.61649904688141
9.94,-4.82476380797032
9.96,-5.05740665590325
9.98,-5.31113776917423
10,-5.57966014455762
